Arıza/Bakım;Bildirim Tarihi;Ekipman Adı;Arıza/Bakım Grubu;Arıza/Bakım Türü;Arıza/Bakım Detayı;Parça Adedi;"Müdahale Başl. 
Tarihi";"Müdahale Bitiş 
Tarihi";Müdahale Başl. Saati;Müdahale Bitiş Saati;Müdahale Süresi (Dk.);Açıklama
Arıza;25.12.2022;Expander-3;Mekanik;Kırıcı Arıza;Kırıcı Arıza;;25.12.2022;25.12.2022;11:30;12:10;40;Expander-3 kırıcı sıkışmıştı temizlendi
Bakım;25.12.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Bakımı;;25.12.2022;25.12.2022;12:00;12:08;8;Değirmen-1 elek ve çekiçler kontrol edildi
Bakım;25.12.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Bakımı;;25.12.2022;25.12.2022;12:08;12:15;7;Değirmen-2 elek ve çekiçler kontrol edildi
Bakım;25.12.2022;Paketleme-1;Mekanik;Kefe Motor Bakımı;Kefe Motor Bakımı;;25.12.2022;25.12.2022;14:00;16:00;120;Eski fabrika paketleme-1 kefe motoru için redüktör ve motor hazırlandı
Bakım;25.12.2022;Paketleme-2;Mekanik;Vibratör Bakımı;Vibratör Bakımı;;25.12.2022;25.12.2022;14:00;15:15;75;Eski fabrika paketleme-2 bunkere redüktör kaynatıldı
Arıza;25.12.2022;Değirmen-1;Mekanik;Besleme Arızası;Besleme Arızası;;25.12.2022;25.12.2022;17:00;17:15;15;Değirmen-1 beslemesi sıkışmıştı açıldı
Bakım;25.12.2022;Pres-1;Mekanik;Pres Bakımı;Pres Bakımı;;25.12.2022;25.12.2022;09:30;12:00;150;Pres-1 rulmanları kontrol edilip yağlandı sabitleme ayağı kırıktı kaynak yapıldı
Bakım;25.12.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;;25.12.2022;25.12.2022;21:25;21:50;25;Elekler4*3 oldu vuran taraf 3
Bakım;25.12.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;;25.12.2022;25.12.2022;21:50;22:05;15;Elekler4*3 oldu vuran taraf 3
Arıza;25.12.2022;Sarsak-3;Mekanik;Piston Arızası;Piston Arızası;;25.12.2022;25.12.2022;03:30;03:45;15;Sarsak-3 piston açmıyordu hava hortumu değiştirildi
Bakım;25.12.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;;25.12.2022;25.12.2022;04:30;04:50;20;Elekler 3*3 oldu
Bakım;25.12.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;;25.12.2022;25.12.2022;04:50;05:10;20;Elekler 3*3 oldu
Bakım;25.12.2022;Değirmen-2;Mekanik;Alt Çene Bakımı;Alt Çene Değişimi;2;25.12.2022;25.12.2022;09:00;12:00;180;Değirmen-2 alt çene değişimi yapıldı
Bakım;25.12.2022;Değirmen-2;Mekanik;Çekiç Bakımı;Çekiç Değişimi;304;25.12.2022;25.12.2022;12:00;14:00;120;Değirmen-2 çekiç değişimi yapıldı
Bakım;25.12.2022;Değirmen-2;Mekanik;Mil Bakımı;Mil Değişimi;16;25.12.2022;25.12.2022;14:00;16:00;120;Değirmen-2 mil değişimş yapıldı
Bakım;25.12.2022;Expander-4;Mekanik;Kafa Padıl Bakımı;Kafa Padıl Değişimi;1;25.12.2022;25.12.2022;11:30;13:30;120;Expander-4 kafa padılı değimi yapıldı
Bakım;25.12.2022;Pres-Küçük;Mekanik;Pres Bakımı;Pres Bakımı;;25.12.2022;25.12.2022;11:30;16:30;300;Pres-Küçük ayna ve toz çemberinde kaçaklar vardı kaynakla giderildi
Bakım;26.12.2022;Teleskopik Bant-1;Mekanik;Bant Bakımı;Bant Bakımı;;25.12.2022;25.12.2022;15:15;15:30;15;Teleskopik Bant-1 gergi ayarı yapıldı
Bakım;27.12.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;;26.12.2022;26.12.2022;15:30;15:45;15;Elekler 4*4 oldu. 
Bakım;28.12.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;;27.12.2022;27.12.2022;15:45;16:00;15;Elekler 4*4 oldu. 
Bakım;29.12.2022;Değirmen-1;Mekanik;Çekiç Bakımı;Çekiç Bakımı;;28.12.2022;28.12.2022;08:35;08:50;15;Elekler ve çekiçler kontrol edildi
Arıza;30.12.2022;Kondisyonel-1;Mekanik;Vinas Borusu Arızası;Vinas Borusu Arızası;;29.12.2022;29.12.2022;23:30;00:00;30;Yeni fabrika kondisyonel-1 vinas borusu delikti kaynatıldı
Arıza;31.12.2022;Değirmen-2;Mekanik;Elek Arızası;Elek Değişimi;2;30.12.2022;30.12.2022;18:10;18:40;30;2 tane patlak elek vardı değiştirildi
;;;;;;;31.12.2022;31.12.2022;;;;
