,bayii,sipariş_miktarı,irsaliye_miktarı,fatura_miktarı,ürün_adı,birim_fiyat,alt_top,kdv,genel_toplam,kayıt_tarihi,onay_tarihi,istenen_teslimT,son_irsaliyeT,sevk_performansı,zamanında,kayıt_eden
2022-08-24 15:00:00,Doğu Anadolu Yem A.Ş.,519.0,519,519,Besi Bitirme,430,223170,40170.6,263340.6,2022-08-24 15:00:00,2022-08-24 15:00:00,2022-08-28 15:00:00,2022-09-19 15:00:00,22,0,Sevkiyat-Ekrem
2022-08-24 16:00:00,Ege Yem A.Ş.,1647.0,1647,1647,Trend X,410,675270,121548.59999999999,796818.6,2022-08-24 16:00:00,2022-08-24 16:00:00,2022-08-30 16:00:00,2022-09-12 16:00:00,13,0,Sevkiyat-Ekrem
2022-08-24 17:00:00,Doğu Anadolu Yem A.Ş.,1114.0,1114,1114,Yonca Besi,560,623840,112291.2,736131.2,2022-08-24 17:00:00,2022-08-24 17:00:00,2022-08-29 17:00:00,2022-09-15 17:00:00,17,0,Sevkiyat-Mehmet
2022-08-24 18:00:00,Ege Yem A.Ş.,422.0,422,422,Buzağı Büyütme,380,160360,28864.8,189224.8,2022-08-24 18:00:00,2022-08-24 18:00:00,2022-08-27 18:00:00,2022-09-24 18:00:00,28,0,Sevkiyat-Ekrem
2022-08-24 19:00:00,Akdeniz Yem A.Ş.,430.0,430,430,GRN Yonca Süt,520,223600,40248.0,263848.0,2022-08-24 19:00:00,2022-08-24 19:00:00,2022-08-30 19:00:00,2022-08-31 19:00:00,1,0,Sevkiyat-Ekrem
2022-08-24 20:00:00,Ege Yem A.Ş.,1928.0,1928,1928,Koyun Süt,440,848320,152697.6,1001017.6,2022-08-24 20:00:00,2022-08-24 20:00:00,2022-08-30 20:00:00,2022-09-11 20:00:00,12,0,Sevkiyat-Davut
2022-08-24 21:00:00,Doğu Anadolu Yem A.Ş.,975.0,975,975,Besi Bitirme,430,419250,75465.0,494715.0,2022-08-24 21:00:00,2022-08-24 21:00:00,2022-08-28 21:00:00,2022-09-05 21:00:00,8,0,Sevkiyat-Davut
2022-08-24 23:00:00,Ege Yem A.Ş.,1926.0,1926,1926,Trend 21 XS,380,731880,131738.4,863618.4,2022-08-24 23:00:00,2022-08-24 23:00:00,2022-08-29 23:00:00,2022-09-21 23:00:00,23,0,Sevkiyat-Ekrem
2022-08-25 00:00:00,Akdeniz Yem A.Ş.,1448.0,1448,1448,Koyun Süt,440,637120,114681.59999999999,751801.6,2022-08-25 00:00:00,2022-08-25 00:00:00,2022-08-29 00:00:00,2022-09-17 00:00:00,19,0,Sevkiyat-Mehmet
2022-08-25 01:00:00,Güney Anadolu Yem A.Ş.,1865.0,1865,1865,20 A,395,736675,132601.5,869276.5,2022-08-25 01:00:00,2022-08-25 01:00:00,2022-08-28 01:00:00,2022-09-20 01:00:00,23,0,Sevkiyat-Ekrem
2022-08-25 02:00:00,İç Anadolu Yem A.Ş.,1342.0,1342,1342,Toklu Besi,545,731390,131650.19999999998,863040.2,2022-08-25 02:00:00,2022-08-25 02:00:00,2022-08-31 02:00:00,2022-09-26 02:00:00,26,0,Sevkiyat-Mehmet
2022-08-25 03:00:00,Karadeniz Yem A.Ş.,568.0,568,568,Trend Besi,545,309560,55720.799999999996,365280.8,2022-08-25 03:00:00,2022-08-25 03:00:00,2022-08-31 03:00:00,2022-09-13 03:00:00,13,0,Sevkiyat-Bekir
2022-08-25 04:00:00,Akdeniz Yem A.Ş.,115.0,115,115,Besi Bitirme,430,49450,8901.0,58351.0,2022-08-25 04:00:00,2022-08-25 04:00:00,2022-08-31 04:00:00,2022-09-12 04:00:00,12,0,Sevkiyat-Bekir
2022-08-25 05:00:00,Akdeniz Yem A.Ş.,1716.0,1716,1716,Atax 16,480,823680,148262.4,971942.4,2022-08-25 05:00:00,2022-08-25 05:00:00,2022-08-31 05:00:00,2022-09-04 05:00:00,4,0,Sevkiyat-Ekrem
2022-08-25 06:00:00,Marmara Yem A.Ş.,305.0,305,305,20 A,395,120475,21685.5,142160.5,2022-08-25 06:00:00,2022-08-25 06:00:00,2022-08-30 06:00:00,2022-09-07 06:00:00,8,0,Sevkiyat-Mehmet
2022-08-25 07:00:00,Karadeniz Yem A.Ş.,1039.0,1039,1039,Kuzu Besi ,460,477940,86029.2,563969.2,2022-08-25 07:00:00,2022-08-25 07:00:00,2022-08-30 07:00:00,2022-09-22 07:00:00,23,0,Sevkiyat-Bekir
2022-08-25 08:00:00,Akdeniz Yem A.Ş.,1990.0,1990,1990,Trend X,410,815900,146862.0,962762.0,2022-08-25 08:00:00,2022-08-25 08:00:00,2022-08-30 08:00:00,2022-09-21 08:00:00,22,0,Sevkiyat-Bekir
2022-08-25 09:00:00,Ege Yem A.Ş.,876.0,876,876,Besi 18 Geliştirme,550,481800,86724.0,568524.0,2022-08-25 09:00:00,2022-08-25 09:00:00,2022-08-30 09:00:00,2022-09-08 09:00:00,9,0,Sevkiyat-Ekrem
2022-08-25 10:00:00,Akdeniz Yem A.Ş.,514.0,514,514,21 XS,450,231300,41634.0,272934.0,2022-08-25 10:00:00,2022-08-25 10:00:00,2022-08-28 10:00:00,2022-09-14 10:00:00,17,0,Sevkiyat-Mehmet
2022-08-25 11:00:00,Ege Yem A.Ş.,823.0,823,823,21 X,530,436190,78514.2,514704.2,2022-08-25 11:00:00,2022-08-25 11:00:00,2022-08-31 11:00:00,2022-09-13 11:00:00,13,0,Sevkiyat-Onur
2022-08-25 12:00:00,Karadeniz Yem A.Ş.,875.0,875,875,Trend 21 XS,380,332500,59850.0,392350.0,2022-08-25 12:00:00,2022-08-25 12:00:00,2022-08-30 12:00:00,2022-09-22 12:00:00,23,0,Sevkiyat-Onur
2022-08-25 13:00:00,İç Anadolu Yem A.Ş.,1658.0,1658,1658,Buzağı Büyütme,380,630040,113407.2,743447.2,2022-08-25 13:00:00,2022-08-25 13:00:00,2022-08-30 13:00:00,2022-09-21 13:00:00,22,0,Sevkiyat-Onur
2022-08-25 14:00:00,İç Anadolu Yem A.Ş.,1285.0,1285,1285,Atax 18,495,636075,114493.5,750568.5,2022-08-25 14:00:00,2022-08-25 14:00:00,2022-08-28 14:00:00,2022-09-09 14:00:00,12,0,Sevkiyat-Bekir
2022-08-25 15:00:00,Akdeniz Yem A.Ş.,983.0,983,983,Koyun Süt,440,432520,77853.59999999999,510373.6,2022-08-25 15:00:00,2022-08-25 15:00:00,2022-08-29 15:00:00,2022-09-21 15:00:00,23,0,Sevkiyat-Onur
2022-08-25 16:00:00,Doğu Anadolu Yem A.Ş.,474.0,474,474,Toklu Besi,545,258330,46499.4,304829.4,2022-08-25 16:00:00,2022-08-25 16:00:00,2022-08-29 16:00:00,2022-09-25 16:00:00,27,0,Sevkiyat-Onur
2022-08-25 17:00:00,Karadeniz Yem A.Ş.,792.0,792,792,Besi 18 Geliştirme,550,435600,78408.0,514008.0,2022-08-25 17:00:00,2022-08-25 17:00:00,2022-08-29 17:00:00,2022-09-25 17:00:00,27,0,Sevkiyat-Bekir
2022-08-25 18:00:00,Güney Anadolu Yem A.Ş.,815.0,815,815,Besi 18 Geliştirme,550,448250,80685.0,528935.0,2022-08-25 18:00:00,2022-08-25 18:00:00,2022-08-30 18:00:00,2022-09-15 18:00:00,16,0,Sevkiyat-Bekir
2022-08-25 19:00:00,İç Anadolu Yem A.Ş.,1702.0,1702,1702,Atax 16,480,816960,147052.8,964012.8,2022-08-25 19:00:00,2022-08-25 19:00:00,2022-08-31 19:00:00,2022-09-16 19:00:00,16,0,Sevkiyat-Davut
2022-08-25 20:00:00,Marmara Yem A.Ş.,1828.0,1828,1828,Koyun Süt,440,804320,144777.6,949097.6,2022-08-25 20:00:00,2022-08-25 20:00:00,2022-08-29 20:00:00,2022-09-03 20:00:00,5,0,Sevkiyat-Onur
2022-08-25 22:00:00,Ege Yem A.Ş.,1185.0,1185,1185,Trend Besi,545,645825,116248.5,762073.5,2022-08-25 22:00:00,2022-08-25 22:00:00,2022-08-31 22:00:00,2022-09-05 22:00:00,5,0,Sevkiyat-Ekrem
2022-08-26 00:00:00,İç Anadolu Yem A.Ş.,1699.0,1699,1699,Trend X,410,696590,125386.2,821976.2,2022-08-26 00:00:00,2022-08-26 00:00:00,2022-08-31 00:00:00,2022-09-27 00:00:00,27,0,Sevkiyat-Bekir
2022-08-26 01:00:00,Doğu Anadolu Yem A.Ş.,744.0,744,744,21 XS,450,334800,60264.0,395064.0,2022-08-26 01:00:00,2022-08-26 01:00:00,2022-08-31 01:00:00,2022-09-24 01:00:00,24,0,Sevkiyat-Mehmet
2022-08-26 02:00:00,İç Anadolu Yem A.Ş.,363.0,363,363,Atax 18,495,179685,32343.3,212028.3,2022-08-26 02:00:00,2022-08-26 02:00:00,2022-08-29 02:00:00,2022-09-23 02:00:00,25,0,Sevkiyat-Davut
2022-08-26 04:00:00,Ege Yem A.Ş.,1161.0,1161,1161,Kuzu Büyütme,520,603720,108669.59999999999,712389.6,2022-08-26 04:00:00,2022-08-26 04:00:00,2022-08-31 04:00:00,2022-09-11 04:00:00,11,0,Sevkiyat-Mehmet
2022-08-26 05:00:00,Karadeniz Yem A.Ş.,200.0,200,200,21 X,530,106000,19080.0,125080.0,2022-08-26 05:00:00,2022-08-26 05:00:00,2022-08-30 05:00:00,2022-09-26 05:00:00,27,0,Sevkiyat-Mehmet
2022-08-26 06:00:00,İç Anadolu Yem A.Ş.,486.0,486,486,Buzağı Başlangıç,430,208980,37616.4,246596.4,2022-08-26 06:00:00,2022-08-26 06:00:00,2022-08-30 06:00:00,2022-08-31 06:00:00,1,0,Sevkiyat-Mehmet
2022-08-26 07:00:00,Güney Anadolu Yem A.Ş.,1600.0,1600,1600,Besi Bitirme,430,688000,123840.0,811840.0,2022-08-26 07:00:00,2022-08-26 07:00:00,2022-09-01 07:00:00,2022-09-29 07:00:00,28,0,Sevkiyat-Mehmet
2022-08-26 09:00:00,Akdeniz Yem A.Ş.,486.0,486,486,Yonca Besi,560,272160,48988.799999999996,321148.8,2022-08-26 09:00:00,2022-08-26 09:00:00,2022-09-01 09:00:00,2022-09-20 09:00:00,19,0,Sevkiyat-Bekir
2022-08-26 10:00:00,Karadeniz Yem A.Ş.,135.0,135,135,20 A,395,53325,9598.5,62923.5,2022-08-26 10:00:00,2022-08-26 10:00:00,2022-08-31 10:00:00,2022-09-19 10:00:00,19,0,Sevkiyat-Davut
2022-08-26 11:00:00,Akdeniz Yem A.Ş.,1006.0,1006,1006,Kuzu Besi ,460,462760,83296.8,546056.8,2022-08-26 11:00:00,2022-08-26 11:00:00,2022-08-30 11:00:00,2022-09-12 11:00:00,13,0,Sevkiyat-Davut
2022-08-26 12:00:00,Akdeniz Yem A.Ş.,887.0,887,887,Trend 21,410,363670,65460.6,429130.6,2022-08-26 12:00:00,2022-08-26 12:00:00,2022-08-30 12:00:00,2022-09-19 12:00:00,20,0,Sevkiyat-Bekir
2022-08-26 13:00:00,Akdeniz Yem A.Ş.,1720.0,1720,1720,Trend Besi,545,937400,168732.0,1106132.0,2022-08-26 13:00:00,2022-08-26 13:00:00,2022-08-30 13:00:00,2022-08-30 13:00:00,0,1,Sevkiyat-Davut
2022-08-26 16:00:00,Karadeniz Yem A.Ş.,883.0,883,883,20 X,420,370860,66754.8,437614.8,2022-08-26 16:00:00,2022-08-26 16:00:00,2022-08-29 16:00:00,2022-08-30 16:00:00,1,0,Sevkiyat-Onur
2022-08-26 17:00:00,İç Anadolu Yem A.Ş.,246.0,246,246,Yonca Besi,560,137760,24796.8,162556.8,2022-08-26 17:00:00,2022-08-26 17:00:00,2022-08-30 17:00:00,2022-08-30 17:00:00,0,1,Sevkiyat-Bekir
2022-08-26 18:00:00,Ege Yem A.Ş.,1372.0,1372,1372,Trend 19,460,631120,113601.59999999999,744721.6,2022-08-26 18:00:00,2022-08-26 18:00:00,2022-09-01 18:00:00,2022-09-13 18:00:00,12,0,Sevkiyat-Ekrem
2022-08-26 19:00:00,Marmara Yem A.Ş.,1914.0,1914,1914,Kuzu Besi ,460,880440,158479.19999999998,1038919.2,2022-08-26 19:00:00,2022-08-26 19:00:00,2022-08-29 19:00:00,2022-09-06 19:00:00,8,0,Sevkiyat-Mehmet
2022-08-26 20:00:00,Karadeniz Yem A.Ş.,1784.0,1784,1784,21 X,530,945520,170193.6,1115713.6,2022-08-26 20:00:00,2022-08-26 20:00:00,2022-08-29 20:00:00,2022-09-23 20:00:00,25,0,Sevkiyat-Bekir
2022-08-26 21:00:00,Doğu Anadolu Yem A.Ş.,1820.0,1820,1820,Yonca Besi,560,1019200,183456.0,1202656.0,2022-08-26 21:00:00,2022-08-26 21:00:00,2022-08-29 21:00:00,2022-09-01 21:00:00,3,0,Sevkiyat-Onur
2022-08-26 22:00:00,Ege Yem A.Ş.,974.0,974,974,Yonca Besi,560,545440,98179.2,643619.2,2022-08-26 22:00:00,2022-08-26 22:00:00,2022-08-31 22:00:00,2022-09-19 22:00:00,19,0,Sevkiyat-Onur
2022-08-27 00:00:00,Akdeniz Yem A.Ş.,110.0,110,110,Gebe Düve,520,57200,10296.0,67496.0,2022-08-27 00:00:00,2022-08-27 00:00:00,2022-08-30 00:00:00,2022-09-27 00:00:00,28,0,Sevkiyat-Mehmet
2022-08-27 01:00:00,Güney Anadolu Yem A.Ş.,1388.0,1388,1388,GRN Yonca Süt,520,721760,129916.79999999999,851676.8,2022-08-27 01:00:00,2022-08-27 01:00:00,2022-09-01 01:00:00,2022-09-24 01:00:00,23,0,Sevkiyat-Mehmet
2022-08-27 02:00:00,Akdeniz Yem A.Ş.,666.0,666,666,20 X,420,279720,50349.6,330069.6,2022-08-27 02:00:00,2022-08-27 02:00:00,2022-09-02 02:00:00,2022-09-22 02:00:00,20,0,Sevkiyat-Davut
2022-08-27 03:00:00,Doğu Anadolu Yem A.Ş.,872.0,872,872,Buzağı Başlangıç,430,374960,67492.8,442452.8,2022-08-27 03:00:00,2022-08-27 03:00:00,2022-08-31 03:00:00,2022-09-08 03:00:00,8,0,Sevkiyat-Onur
2022-08-27 04:00:00,Doğu Anadolu Yem A.Ş.,373.0,373,373,Atax 18,495,184635,33234.299999999996,217869.3,2022-08-27 04:00:00,2022-08-27 04:00:00,2022-08-30 04:00:00,2022-09-22 04:00:00,23,0,Sevkiyat-Davut
2022-08-27 05:00:00,Güney Anadolu Yem A.Ş.,217.0,217,217,Besi 18 Geliştirme,550,119350,21483.0,140833.0,2022-08-27 05:00:00,2022-08-27 05:00:00,2022-08-31 05:00:00,2022-09-13 05:00:00,13,0,Sevkiyat-Mehmet
2022-08-27 06:00:00,Karadeniz Yem A.Ş.,1984.0,1984,1984,Trend 21 XS,380,753920,135705.6,889625.6,2022-08-27 06:00:00,2022-08-27 06:00:00,2022-09-02 06:00:00,2022-09-25 06:00:00,23,0,Sevkiyat-Onur
2022-08-27 07:00:00,İç Anadolu Yem A.Ş.,246.0,246,246,Buzağı Büyütme,380,93480,16826.399999999998,110306.4,2022-08-27 07:00:00,2022-08-27 07:00:00,2022-09-01 07:00:00,2022-09-15 07:00:00,14,0,Sevkiyat-Onur
2022-08-27 08:00:00,Güney Anadolu Yem A.Ş.,1746.0,1746,1746,Trend Besi,545,951570,171282.6,1122852.6,2022-08-27 08:00:00,2022-08-27 08:00:00,2022-08-30 08:00:00,2022-09-21 08:00:00,22,0,Sevkiyat-Ekrem
2022-08-27 09:00:00,Ege Yem A.Ş.,499.0,499,499,Trend 21,410,204590,36826.2,241416.2,2022-08-27 09:00:00,2022-08-27 09:00:00,2022-08-31 09:00:00,2022-09-03 09:00:00,3,0,Sevkiyat-Davut
2022-08-27 10:00:00,Akdeniz Yem A.Ş.,1118.0,1118,1118,21 X,530,592540,106657.2,699197.2,2022-08-27 10:00:00,2022-08-27 10:00:00,2022-08-31 10:00:00,2022-09-23 10:00:00,23,0,Sevkiyat-Onur
2022-08-27 11:00:00,Doğu Anadolu Yem A.Ş.,169.0,169,169,Kuzu Besi ,460,77740,13993.199999999999,91733.2,2022-08-27 11:00:00,2022-08-27 11:00:00,2022-09-01 11:00:00,2022-09-26 11:00:00,25,0,Sevkiyat-Bekir
2022-08-27 12:00:00,Marmara Yem A.Ş.,1050.0,1050,1050,Buzağı Büyütme,380,399000,71820.0,470820.0,2022-08-27 12:00:00,2022-08-27 12:00:00,2022-09-02 12:00:00,2022-09-24 12:00:00,22,0,Sevkiyat-Davut
2022-08-27 13:00:00,Doğu Anadolu Yem A.Ş.,503.0,503,503,Buzağı Büyütme,380,191140,34405.2,225545.2,2022-08-27 13:00:00,2022-08-27 13:00:00,2022-09-01 13:00:00,2022-09-03 13:00:00,2,0,Sevkiyat-Davut
2022-08-27 15:00:00,Ege Yem A.Ş.,515.0,515,515,Trend X,410,211150,38007.0,249157.0,2022-08-27 15:00:00,2022-08-27 15:00:00,2022-09-02 15:00:00,2022-09-04 15:00:00,2,0,Sevkiyat-Mehmet
2022-08-27 16:00:00,İç Anadolu Yem A.Ş.,182.0,182,182,Trend XS,395,71890,12940.199999999999,84830.2,2022-08-27 16:00:00,2022-08-27 16:00:00,2022-08-31 16:00:00,2022-09-02 16:00:00,2,0,Sevkiyat-Ekrem
2022-08-27 17:00:00,Karadeniz Yem A.Ş.,1761.0,1761,1761,21 X,530,933330,167999.4,1101329.4,2022-08-27 17:00:00,2022-08-27 17:00:00,2022-08-31 17:00:00,2022-09-16 17:00:00,16,0,Sevkiyat-Onur
2022-08-27 18:00:00,Akdeniz Yem A.Ş.,1006.0,1006,1006,Atax 18,495,497970,89634.59999999999,587604.6,2022-08-27 18:00:00,2022-08-27 18:00:00,2022-08-30 18:00:00,2022-09-26 18:00:00,27,0,Sevkiyat-Davut
2022-08-27 19:00:00,Doğu Anadolu Yem A.Ş.,485.0,485,485,20 A,395,191575,34483.5,226058.5,2022-08-27 19:00:00,2022-08-27 19:00:00,2022-09-01 19:00:00,2022-09-19 19:00:00,18,0,Sevkiyat-Davut
2022-08-27 22:00:00,Doğu Anadolu Yem A.Ş.,60.0,60,60,Kuzu Büyütme,520,31200,5616.0,36816.0,2022-08-27 22:00:00,2022-08-27 22:00:00,2022-09-01 22:00:00,2022-09-23 22:00:00,22,0,Sevkiyat-Ekrem
2022-08-27 23:00:00,Karadeniz Yem A.Ş.,560.0,560,560,Toklu Besi,545,305200,54936.0,360136.0,2022-08-27 23:00:00,2022-08-27 23:00:00,2022-08-31 23:00:00,2022-09-02 23:00:00,2,0,Sevkiyat-Bekir
2022-08-28 00:00:00,Karadeniz Yem A.Ş.,1557.0,1557,1557,Buzağı Büyütme,380,591660,106498.8,698158.8,2022-08-28 00:00:00,2022-08-28 00:00:00,2022-09-03 00:00:00,2022-09-19 00:00:00,16,0,Sevkiyat-Mehmet
2022-08-28 01:00:00,Karadeniz Yem A.Ş.,853.0,853,853,Trend 21,410,349730,62951.399999999994,412681.4,2022-08-28 01:00:00,2022-08-28 01:00:00,2022-08-31 01:00:00,2022-09-17 01:00:00,17,0,Sevkiyat-Mehmet
2022-08-28 02:00:00,İç Anadolu Yem A.Ş.,883.0,883,883,Trend 19,460,406180,73112.4,479292.4,2022-08-28 02:00:00,2022-08-28 02:00:00,2022-09-02 02:00:00,2022-09-19 02:00:00,17,0,Sevkiyat-Ekrem
2022-08-28 03:00:00,Doğu Anadolu Yem A.Ş.,1310.0,1310,1310,Buzağı Başlangıç,430,563300,101394.0,664694.0,2022-08-28 03:00:00,2022-08-28 03:00:00,2022-09-03 03:00:00,2022-09-20 03:00:00,17,0,Sevkiyat-Bekir
2022-08-28 04:00:00,Akdeniz Yem A.Ş.,1050.0,1050,1050,Trend 21 XS,380,399000,71820.0,470820.0,2022-08-28 04:00:00,2022-08-28 04:00:00,2022-08-31 04:00:00,2022-09-07 04:00:00,7,0,Sevkiyat-Ekrem
2022-08-28 06:00:00,Karadeniz Yem A.Ş.,1712.0,1712,1712,Trend 21 XS,380,650560,117100.8,767660.8,2022-08-28 06:00:00,2022-08-28 06:00:00,2022-09-02 06:00:00,2022-09-13 06:00:00,11,0,Sevkiyat-Davut
2022-08-28 09:00:00,Ege Yem A.Ş.,544.0,544,544,Trend X,410,223040,40147.2,263187.2,2022-08-28 09:00:00,2022-08-28 09:00:00,2022-09-03 09:00:00,2022-09-16 09:00:00,13,0,Sevkiyat-Davut
2022-08-28 10:00:00,Marmara Yem A.Ş.,668.0,668,668,Trend 21 XS,380,253840,45691.2,299531.2,2022-08-28 10:00:00,2022-08-28 10:00:00,2022-08-31 10:00:00,2022-09-26 10:00:00,26,0,Sevkiyat-Ekrem
2022-08-28 11:00:00,Marmara Yem A.Ş.,1484.0,1484,1484,Toklu Besi,545,808780,145580.4,954360.4,2022-08-28 11:00:00,2022-08-28 11:00:00,2022-09-03 11:00:00,2022-09-23 11:00:00,20,0,Sevkiyat-Bekir
2022-08-28 12:00:00,Doğu Anadolu Yem A.Ş.,449.0,449,449,Kuzu Büyütme,520,233480,42026.4,275506.4,2022-08-28 12:00:00,2022-08-28 12:00:00,2022-09-01 12:00:00,2022-09-09 12:00:00,8,0,Sevkiyat-Davut
2022-08-28 14:00:00,İç Anadolu Yem A.Ş.,824.0,824,824,Trend X,410,337840,60811.2,398651.2,2022-08-28 14:00:00,2022-08-28 14:00:00,2022-08-31 14:00:00,2022-09-13 14:00:00,13,0,Sevkiyat-Bekir
2022-08-28 15:00:00,Güney Anadolu Yem A.Ş.,509.0,509,509,Koyun Süt,440,223960,40312.799999999996,264272.8,2022-08-28 15:00:00,2022-08-28 15:00:00,2022-08-31 15:00:00,2022-09-06 15:00:00,6,0,Sevkiyat-Onur
2022-08-28 16:00:00,İç Anadolu Yem A.Ş.,1904.0,1904,1904,20 A,395,752080,135374.4,887454.4,2022-08-28 16:00:00,2022-08-28 16:00:00,2022-09-02 16:00:00,2022-09-15 16:00:00,13,0,Sevkiyat-Davut
2022-08-28 17:00:00,Karadeniz Yem A.Ş.,1513.0,1513,1513,Buzağı Başlangıç,430,650590,117106.2,767696.2,2022-08-28 17:00:00,2022-08-28 17:00:00,2022-09-01 17:00:00,2022-09-19 17:00:00,18,0,Sevkiyat-Ekrem
2022-08-28 18:00:00,Akdeniz Yem A.Ş.,1735.0,1735,1735,Buzağı Büyütme,380,659300,118674.0,777974.0,2022-08-28 18:00:00,2022-08-28 18:00:00,2022-09-02 18:00:00,2022-09-13 18:00:00,11,0,Sevkiyat-Onur
2022-08-28 19:00:00,Güney Anadolu Yem A.Ş.,329.0,329,329,A Besi,515,169435,30498.3,199933.3,2022-08-28 19:00:00,2022-08-28 19:00:00,2022-09-03 19:00:00,2022-09-10 19:00:00,7,0,Sevkiyat-Davut
2022-08-28 20:00:00,Güney Anadolu Yem A.Ş.,1804.0,1804,1804,20 A,395,712580,128264.4,840844.4,2022-08-28 20:00:00,2022-08-28 20:00:00,2022-09-02 20:00:00,2022-09-29 20:00:00,27,0,Sevkiyat-Onur
2022-08-28 21:00:00,Akdeniz Yem A.Ş.,832.0,832,832,Trend Besi,545,453440,81619.2,535059.2,2022-08-28 21:00:00,2022-08-28 21:00:00,2022-08-31 21:00:00,2022-08-31 21:00:00,0,1,Sevkiyat-Onur
2022-08-28 23:00:00,Akdeniz Yem A.Ş.,1290.0,1290,1290,A Besi,515,664350,119583.0,783933.0,2022-08-28 23:00:00,2022-08-28 23:00:00,2022-09-01 23:00:00,2022-09-17 23:00:00,16,0,Sevkiyat-Onur
2022-08-29 00:00:00,Karadeniz Yem A.Ş.,984.0,984,984,Atax 18,495,487080,87674.4,574754.4,2022-08-29 00:00:00,2022-08-29 00:00:00,2022-09-03 00:00:00,2022-09-18 00:00:00,15,0,Sevkiyat-Bekir
2022-08-29 03:00:00,İç Anadolu Yem A.Ş.,304.0,304,304,Trend X,410,124640,22435.2,147075.2,2022-08-29 03:00:00,2022-08-29 03:00:00,2022-09-03 03:00:00,2022-09-03 03:00:00,0,1,Sevkiyat-Mehmet
2022-08-29 05:00:00,Karadeniz Yem A.Ş.,1191.0,1191,1191,20 A,395,470445,84680.09999999999,555125.1,2022-08-29 05:00:00,2022-08-29 05:00:00,2022-09-03 05:00:00,2022-09-03 05:00:00,0,1,Sevkiyat-Bekir
2022-08-29 06:00:00,Doğu Anadolu Yem A.Ş.,1815.0,1815,1815,Trend 21 XS,380,689700,124146.0,813846.0,2022-08-29 06:00:00,2022-08-29 06:00:00,2022-09-02 06:00:00,2022-09-09 06:00:00,7,0,Sevkiyat-Davut
2022-08-29 07:00:00,Doğu Anadolu Yem A.Ş.,988.0,988,988,Trend Besi,545,538460,96922.8,635382.8,2022-08-29 07:00:00,2022-08-29 07:00:00,2022-09-02 07:00:00,2022-09-06 07:00:00,4,0,Sevkiyat-Ekrem
2022-08-29 08:00:00,Akdeniz Yem A.Ş.,339.0,339,339,Buzağı Başlangıç,430,145770,26238.6,172008.6,2022-08-29 08:00:00,2022-08-29 08:00:00,2022-09-04 08:00:00,2022-09-26 08:00:00,22,0,Sevkiyat-Ekrem
2022-08-29 09:00:00,Doğu Anadolu Yem A.Ş.,1924.0,1924,1924,GRN Yonca Süt,520,1000480,180086.4,1180566.4,2022-08-29 09:00:00,2022-08-29 09:00:00,2022-09-03 09:00:00,2022-09-20 09:00:00,17,0,Sevkiyat-Bekir
2022-08-29 10:00:00,Ege Yem A.Ş.,1174.0,1174,1174,Koyun Süt,440,516560,92980.8,609540.8,2022-08-29 10:00:00,2022-08-29 10:00:00,2022-09-02 10:00:00,2022-09-19 10:00:00,17,0,Sevkiyat-Mehmet
2022-08-29 11:00:00,Güney Anadolu Yem A.Ş.,1834.0,1834,1834,Besi Bitirme,430,788620,141951.6,930571.6,2022-08-29 11:00:00,2022-08-29 11:00:00,2022-09-01 11:00:00,2022-09-27 11:00:00,26,0,Sevkiyat-Davut
2022-08-29 13:00:00,Güney Anadolu Yem A.Ş.,682.0,682,682,A Besi,515,351230,63221.399999999994,414451.4,2022-08-29 13:00:00,2022-08-29 13:00:00,2022-09-01 13:00:00,2022-09-17 13:00:00,16,0,Sevkiyat-Mehmet
2022-08-29 14:00:00,Ege Yem A.Ş.,1614.0,1614,1614,Trend 21 XS,380,613320,110397.59999999999,723717.6,2022-08-29 14:00:00,2022-08-29 14:00:00,2022-09-04 14:00:00,2022-09-25 14:00:00,21,0,Sevkiyat-Bekir
2022-08-29 15:00:00,Güney Anadolu Yem A.Ş.,1494.0,1494,1494,A Besi,515,769410,138493.8,907903.8,2022-08-29 15:00:00,2022-08-29 15:00:00,2022-09-01 15:00:00,2022-09-11 15:00:00,10,0,Sevkiyat-Onur
2022-08-29 16:00:00,İç Anadolu Yem A.Ş.,1120.0,1120,1120,Buzağı Büyütme,380,425600,76608.0,502208.0,2022-08-29 16:00:00,2022-08-29 16:00:00,2022-09-04 16:00:00,2022-09-12 16:00:00,8,0,Sevkiyat-Ekrem
2022-08-29 17:00:00,Doğu Anadolu Yem A.Ş.,768.0,768,768,Trend 19,460,353280,63590.399999999994,416870.4,2022-08-29 17:00:00,2022-08-29 17:00:00,2022-09-01 17:00:00,2022-09-08 17:00:00,7,0,Sevkiyat-Davut
2022-08-29 18:00:00,Doğu Anadolu Yem A.Ş.,1808.0,1808,1808,Trend XS,395,714160,128548.79999999999,842708.8,2022-08-29 18:00:00,2022-08-29 18:00:00,2022-09-01 18:00:00,2022-09-02 18:00:00,1,0,Sevkiyat-Ekrem
2022-08-29 19:00:00,Marmara Yem A.Ş.,1482.0,1482,1482,Trend 19,460,681720,122709.59999999999,804429.6,2022-08-29 19:00:00,2022-08-29 19:00:00,2022-09-01 19:00:00,2022-09-03 19:00:00,2,0,Sevkiyat-Ekrem
